Week,Anchorage,Birmingham,Little Rock,Mesa,Phoenix,Scottsdale,Tempe,Tucson,Berkeley,Fresno,Irvine,Los Angeles,Oakland,Sacramento,San Diego,San Francisco,San Jose,Sunnyvale,Colorado Springs,Denver,Washington,Gainesville,Jacksonville,Miami,Orlando,Tampa,Atlanta,Roswell,Honolulu,Des Moines,Chicago,Indianapolis,Wichita,Lexington,Baton Rouge,New Orleans,Boston,Somerville,Baltimore,Grand Rapids,St Paul,Kansas City,Springfield,St Louis,Jackson,Cary,Charlotte,Durham,Greensboro,Raleigh,Lincoln,Omaha,Newark,Albuquerque,Las Vegas,Reno,Albany,Buffalo,New York,Rochester,Cleveland,Columbus,Dayton,Oklahoma City,Tulsa,Beaverton,Eugene,Portland,Philadelphia,Pittsburgh,State College,Providence,Columbia,Greenville,Knoxville,Memphis,Nashville,Austin,Dallas,Ft Worth,Houston,Irving,Lubbock,Plano,San Antonio,Salt Lake City,Arlington,Reston,Richmond,Bellevue,Seattle,Spokane,Madison,Milwaukee
141,1.093,2.494,1.484,1.362,0.36,1.193,4.07,1.375,1.98,2.995,2.688,1.582,3.148,4.279,1.772,2.805,1.493,4.656,2.648,1.413,2.238,4.099,2.45,1.901,1.121,2.898,1.013,2.5,2.6,2.418,1.336,2.098,4.5,1.433,3.661,2.574,1.272,1.93,1.55,0.914,0.463,2.518,1.31,1.24,4.076,0.789,1.731,1.629,1.632,3.407,2.979,3.368,0.395,3.176,1.993,3.447,1.042,0.931,2.854,1.088,1.267,1.753,1.805,6.115,6.565,1.262,5.679,2.128,2.835,2.711,2.282,1.073,1.954,8.4,3.554,1.38,4.443,4.609,3.75,3.116,2.381,3.292,4.745,4.65,3.375,0.225,2.259,1.892,2.453,0.824,1.608,1.404,1.222,2.012
142,1.66,6.875,6.796,2.627,3.273,0.972,1.52,3.369,1.141,0.836,1.42,2.007,3.394,2.876,2.493,3.059,1.496,5.24,0.629,1.881,2.262,2.681,3.846,1.286,2.948,1.727,2.67,1.566,1.365,1.345,1.898,2.74,1.175,2.763,7.443,2.546,1.283,1.262,1.544,1.341,3.9,0.986,2.862,3.732,1.46,5.582,2.798,1.635,3.899,1.8,1.371,1.313,1.086,4.365,1.954,2.346,2.643,0.935,2.187,1.658,1.542,2.552,0.958,7.82,7.957,2.046,2.325,1.187,2.149,2.487,3.027,0.706,4.375,2.584,1.123,2.03,2.655,5.312,5.015,6.055,2.955,5.598,2.753,1.853,4.845,0.141,3.785,1.875,4.191,1.628,2.014,0.925,2.375,1.734
143,0.45,6.271,1.464,1.481,3.318,1.185,2.42,3.074,3.198,0.465,1.841,2.747,2.593,6.021,2.182,2.877,3.343,4.412,0.314,2.219,1.976,2.114,5.386,3.779,2.867,2.82,2.787,3.699,3.339,8.305,1.613,3.956,1.622,2.718,6.173,3.171,1.517,1.118,3.694,3.283,3.212,2.189,2.848,1.871,5.71,4.112,3.054,4.012,5.17,5.431,7.01,3.335,1.646,2.548,1.943,4.441,4.036,1.997,3.186,0.275,2.126,3.134,1.424,7.059,7.4,2.778,2.821,2.449,3.329,3.696,2.219,1.879,2.583,2.509,3.987,5.03,2.009,5.26,4.331,5.392,3.046,6.306,3.734,3.14,2.762,0.396,3.834,3.003,2.943,2.067,1.868,2.663,2.96,1.185
144,1.611,2.991,5.343,0.989,1.838,3.188,2.356,0.937,2.966,2.139,0.48,3.911,3.064,2.671,1.563,1.631,3.912,1.898,0.958,1.657,2.421,2.643,4.208,0.971,3.257,1.487,2.684,2.876,1.687,4.999,2.541,3.914,2.558,3.998,8.438,3.623,0.486,2.488,3.966,2.132,3.79,3.781,2.024,1.629,5.261,8.421,4.841,5.462,3.889,5.23,4.489,3.358,1.043,3.758,1.666,5.106,2.611,3.638,3.013,1.949,3.415,2.669,3.766,2.418,7.506,2.695,0.546,3.005,2.935,3.824,3.72,2.513,3.749,3.478,3.922,3.276,2.976,4.144,5.967,4.605,2.006,8.413,1.423,5.346,2.759,0.988,2.871,2.971,2.914,1.17,2.102,3.871,2.894,0.897
145,1.595,2.521,4.481,1.336,0.956,1.502,0.489,2.564,2.06,2.728,0.483,2.186,1.605,2.643,2.928,2.916,0.998,1.271,2.204,1.535,2.552,3.771,2.413,2.032,1.098,3.294,2.168,1.967,2.431,12.905,2.783,4.042,0.726,4.57,1.205,4.321,1.893,2.507,5.182,4.562,2.793,1.762,2.047,1.249,0.757,4.883,2.11,2.677,6.726,3.936,3.991,1.874,2.173,2.479,1.633,3.198,1.059,3.679,2.492,1.756,3.177,3.908,3.728,3.776,2.548,2.292,3.532,2.558,2.136,3.544,2.214,0.714,3.549,3.408,2.062,4.601,1.342,4.643,4.42,2.255,3.431,2.715,4.825,3.076,1.263,0.381,4.838,3.515,5.614,1.93,1.905,1.75,0.514,1.955
146,1.095,4.368,8.241,1.501,2.157,1.677,2.171,5.705,3.884,2.089,1.797,2.057,3.334,4.308,1.986,3.684,3.539,1.318,1.249,1.303,2.205,3.603,2.854,1.774,2.034,1.966,0.793,0.521,2.044,2.99,1.65,2.475,0.732,3.004,1.24,1.805,1.277,0.764,2.718,3.906,1.713,0.289,1.041,1.822,1.684,2.247,0.574,2.409,0.794,2.771,1.447,1.821,0.52,4.911,3.348,3.15,6.462,4.764,2.088,1.715,1.315,2.931,1.428,1.454,1.9,2.665,4.49,1.971,2.132,3.651,1.043,1.395,3.959,1.921,3.126,2.985,2.009,2.595,2.123,1.477,3.205,3.807,2.064,1.813,3.613,0.193,2.434,1.814,3.902,1.955,1.885,3.101,2.374,1.996
147,3.962,1.095,3.487,2.562,2.419,0.845,2.36,1.776,2.141,4.514,3.079,2.743,2.254,1.197,3.681,2.497,2.288,3.581,0.175,1.544,1.742,2.121,1.593,0.815,1.873,1.293,0.658,0.98,2.883,0.895,1.149,2.389,0.192,3.307,2.158,2.522,1.629,0.955,2.298,2.082,2.436,1.649,2.423,1.721,1.993,3.511,1.4,1.582,0.419,2.45,0.411,0.373,0.272,4.249,3.082,3.306,2.809,1.805,2.384,2.198,1.256,2.066,2.624,3.236,1.825,4.895,1.655,2.751,1.495,3.153,2.156,0.683,1.331,3.988,0.66,0.715,0.356,3.165,2.804,3.886,2.211,2.123,4.666,1.223,0.897,1.379,2.862,1.763,4.931,0.786,1.777,4.382,2.293,1.994
148,0.539,3.984,4.667,2.044,1.537,3.161,3.14,2.533,0.804,3.317,2.325,2.435,2.748,2.707,1.6,2.369,4.02,1.897,1.702,1.357,2.056,2.57,0.523,1.696,1.265,1.684,1.378,0.995,1.791,0.833,2.129,2.104,0.332,3.965,3.625,0.723,1.022,1.586,1.534,1.325,4.194,0.606,1.299,0.404,2.567,3.681,1.23,3.19,4.551,2.173,1.768,0.816,1.071,1.073,2.163,1.147,2.899,5.124,1.585,2.311,2.754,2.208,1.422,1.365,3.14,4.266,0.697,1.491,1.359,2.562,1.385,3.898,1.343,1.731,0.568,1.407,3.21,4.043,2.019,3.008,2.19,4.115,4.592,1.718,1.534,0.379,3.791,3.836,4.102,1.178,2.064,4.945,1.703,1.675
149,1.614,1.585,4.569,1.341,1.541,5.202,1.469,2.154,0.492,0.709,0.469,1.837,2.023,1.92,1.662,1.49,1.01,2.527,1.274,0.619,1.962,2.186,0.343,1.118,1.867,0.752,1.205,2.568,1.694,1.877,1.037,1.943,0.341,1.449,2.923,2.467,0.613,1.093,2.499,2.744,2.912,1.75,0.607,2.293,0.685,2.23,1.721,1.625,3.223,1.331,0.411,1.32,0.535,1.807,2.15,0.842,0.558,1.347,1.629,2.593,0.355,1.335,1.909,2.423,2.551,0.402,2.327,1.683,2.478,2.896,3.608,0.336,2.023,1.757,1.086,0.735,0.364,3.97,2.264,2.193,1.617,1.432,1.548,1.77,0.899,0.387,3.063,3.365,2.933,2.006,2.371,2.947,1.658,1.677
150,0.524,0.525,2.665,0.745,1.264,1.559,2.748,0.937,2.971,0.869,2.638,1.618,1.888,2.648,1.315,0.781,1.485,2.501,0.28,0.465,1.937,0.542,1.022,1.847,1.473,0.985,0.811,0.756,3.179,1.408,1.179,0.797,0.76,2.16,1.396,1.845,0.645,1.113,2.378,1.393,0.486,0.296,0.504,0.791,0.387,1.59,0.407,1.12,0.941,0.863,0.872,0.885,1.753,1.814,2.027,5.816,0.64,1.469,1.31,0.904,1.379,1.675,0.562,1.943,1.869,0.393,1.091,0.885,1.211,2.921,1.147,0.719,0.833,0.801,1.72,0.781,1.429,1.343,0.944,1.287,2.305,0.892,1.022,1.072,3.824,0.197,2.337,1.813,0.687,2.416,1.493,1.807,0.831,0.964
151,0.279,0.274,1.483,2.427,0.338,0.428,0.517,2.855,2.063,2.219,1.462,0.752,1.72,0.826,0.878,2.277,2.293,1.358,0.145,0.302,0.812,1.003,0.598,1.229,0.869,1.161,0.55,0.99,4.389,0.275,1.116,1.002,0.586,0.731,5.362,1.026,1.338,1.105,1.796,0.471,1.274,0.285,0.251,0.412,1.312,0.781,0.589,1.584,1.609,1.299,2.298,0.273,0.552,0.951,1.111,1.21,0.597,0.359,0.813,1.573,0.721,0.968,0.477,1.154,4.881,1.963,0.565,1.283,2.025,1.513,2.299,0.719,0.693,0.894,1.054,2.678,0.948,2.071,2.833,0.985,2.353,0.871,2.717,1.799,2.992,0.602,1.029,1.069,1.64,1.622,0.708,1.393,2.159,0.357
152,0.519,1.518,4.384,0.926,1.477,0.321,1.403,1.684,3.747,0.791,1.856,1.918,1.515,1.199,1.801,1.728,2.502,4.117,0.597,0.442,0.947,1.012,0.508,0.481,0.444,0.93,0.586,0.993,2.657,0.146,0.807,1.446,0.313,2.026,2,2.423,0.359,0.89,0.94,0.477,0.447,0.134,0.549,0.306,0.644,0.8,0.579,1.584,0.83,1.53,0.784,0.367,0.531,4.204,0.299,1.061,0.556,0.423,0.832,0.559,1.858,0.901,0.491,3.634,1.016,0.399,1.679,1.409,0.929,1.905,1.332,0.671,0.495,0.89,0.432,0.704,0.349,1.836,1.365,0.616,2.5,3.6,3.521,3.057,1.799,0.59,1.71,1.069,1.011,1.2,1.401,0.906,0.75,0.313
153,2.541,0.486,1.429,2.374,1.197,1.106,2.662,1.269,1.977,2.822,0.503,1.292,0.616,1.555,1.419,1.47,0.948,4.736,0.205,0.591,0.949,1.669,0.518,0.962,0.225,1.798,0.449,0.509,4.992,0.385,0.851,0.977,0.675,0.431,1.532,1.486,0.119,0.44,2.248,0.47,0.243,0.61,0.562,0.406,0.414,0.578,0.583,0.73,0.433,1.051,0.379,3.346,0.386,2.414,1.575,1.18,0.291,0.883,1.069,0.571,0.254,0.671,0.451,3.64,0.654,1.584,3.254,1.138,0.949,1.324,2.498,0.261,2.096,0.89,0.245,0.704,0.353,1.649,1.798,0.46,1.56,2.602,1.115,2.317,1.963,0.397,1.715,1.162,1.011,0.396,1.041,0.45,1.391,0.226
154,1.067,0.26,2.549,4.501,1.183,0.654,0.532,1.316,2.007,2.774,0.303,2.452,2.213,1.572,1.038,1.347,1.339,0.658,0.295,0.22,1.655,0.713,0.485,0.645,1.027,0.937,0.89,0.958,1.625,0.21,1.119,0.265,0.7,0.755,0.996,1.041,0.363,0.866,2.236,1.627,0.453,0.278,0.576,0.437,0.644,1.51,0.294,0.472,0.299,0.824,0.238,1.001,0.218,3.692,1.333,0.777,0.185,0.228,1.246,1.165,0.345,1.058,0.492,0.781,1.048,0.776,1.081,1.115,0.452,1.326,4.355,1.62,0.767,1.695,0.174,1.393,0.72,1.466,1.598,0.371,1.687,0.855,3.962,1.598,3.013,0.618,0.482,1.886,0.627,0.768,0.596,0.454,0.733,0.302
155,0.355,1.543,1.49,1.179,0.914,0.43,0.412,0.513,3.2,0.712,1.403,0.768,1.566,2.278,0.657,1.337,1.717,2.554,0.306,0.382,2.203,0.412,0.957,0.337,1.628,0.486,0.561,0.464,1.318,0.126,0.746,2.325,0.268,1.471,3.171,2.518,0.248,0.914,0.949,1.636,0.476,0.225,1.379,0.548,1.342,0.727,0.583,2.431,0.23,1.638,1.408,0.409,1.615,1.063,1.102,1.226,3.404,1.823,0.789,1.437,0.667,0.865,0.49,2.427,1.848,0.386,0.549,1.384,1.21,1.079,1.987,0.349,0.78,0.88,1.177,0.668,1.071,1.545,1.165,1.274,1.054,2.088,1.863,1.243,1.809,0.614,1.052,0.841,1.041,0.78,1.115,1.906,1.302,0.615
156,0.222,0.561,1.161,4.948,0.942,1.118,1.081,1.034,7.226,0.814,0.962,1.028,1.703,1.6,0.463,1.681,0.491,1.896,1.007,0.797,1.252,2.452,0.519,0.657,0.229,0.253,0.498,1.909,1.333,0.899,0.644,0.275,0.359,0.906,1.142,1.052,0.261,0.329,0.987,0.696,0.498,0.638,0.644,0.787,0.441,2.272,0.247,1.168,0.899,0.58,0.429,1.484,3.304,1.016,1.849,0.812,0.604,1.428,1.131,0.594,0.689,1.317,0.514,1.648,0.684,1.451,0.519,0.48,0.747,0.835,1.363,0.822,3.868,0.882,1.302,1.472,1.101,1.816,1.187,2.341,2.708,0.605,1.768,1.028,1.243,0.399,1.924,1.149,1.392,0.377,0.659,0.254,0.298,0.219
157,0.164,2.236,2.822,2.716,0.356,0.635,1.076,1.086,2.907,3.102,3.196,0.79,2.078,0.936,0.495,0.899,1.022,0.746,1.389,0.334,0.557,1.284,0.284,0.187,0.914,0.271,1.004,1.043,3.563,0.363,1.29,0.174,0.387,0.604,1.443,1.909,0.141,0.551,1.04,0.402,1.035,0.185,0.324,0.629,0.868,1.249,0.317,1.311,0.835,0.894,0.515,0.475,0.386,2.756,0.313,2.418,1.236,0.314,0.624,1.02,1.088,0.53,0.364,1.483,1.121,1.118,0.481,0.765,0.783,0.543,2.132,0.306,1.777,0.953,0.73,0.7,0.41,2.103,0.707,1.499,1.549,0.894,1.06,0.888,1.284,0.133,1.107,1.932,1.788,0.399,0.607,0.487,1.212,0.371
158,0.129,1.138,1.555,1.406,0.618,1.089,0.982,0.545,1.423,0.77,0.942,1.405,1.17,0.426,1.041,1.827,0.994,0.732,1.333,0.231,1.205,0.447,2.266,0.821,0.86,0.496,1.084,0.506,0.973,0.912,0.687,0.277,0.358,0.811,2.42,0.806,0.371,0.142,0.595,1.19,0.789,0.103,0.206,0.588,0.74,1.512,1.121,1.256,0.444,1.125,0.261,0.255,0.502,1.889,1.604,1.243,0.388,0.182,0.476,0.611,0.368,0.528,1.057,1.403,0.807,1.439,0.249,0.242,0.972,2.398,2.066,0.4,0.972,0.941,0.625,0.786,0.379,1.796,1.172,1.192,2.327,2.026,0.758,2.006,2.742,0.625,1.475,1.228,0.83,0.368,0.167,0.464,0.906,0.346
159,1.806,0.676,1.441,1.39,1.187,1.039,0.528,0.536,1.44,4.396,1.859,1.197,1.018,0.872,0.886,0.83,1.12,2.067,0.627,0.152,0.306,1.723,0.942,1.139,0.427,0.712,0.367,0.977,1.452,0.441,0.342,1.25,0.354,0.831,2.363,1.048,0.257,0.709,0.977,0.444,0.457,0.07,0.149,1.027,0.396,0.797,0.257,1.931,0.304,1.444,0.156,0.144,0.329,1.074,1.362,1.255,0.587,0.492,0.455,0.31,0.731,0.305,0.343,2.9,1.051,1.14,0.173,0.986,0.997,0.526,1.585,0.422,0.629,0.619,0.687,0.778,0.724,0.895,1.617,0.741,1.04,1.461,3.097,1.529,2.151,0.416,1.046,0.892,0.655,0.76,0.863,2.007,0.656,1.646
160,0.969,0.481,0.853,1.38,0.328,0.68,1.055,0.39,2.693,1.453,2.004,0.648,0.655,0.9,0.695,1.001,0.54,0.5,0.981,0.23,1.088,0.502,0.91,0.353,1.046,0.256,0.601,0.498,0.964,0.422,0.53,0.768,0.359,0.535,5.547,0.878,0.262,0.516,0.981,0.261,1.439,0.052,0.703,0.101,1.532,0.816,0.9,1.098,0.902,1.71,0.109,0.099,0.545,1.853,0.584,0.76,4.302,1.033,0.927,0.315,0.374,0.831,0.577,1.921,1.818,0.213,1.374,0.533,1.016,0.522,1.127,0.217,0.846,0.385,1.299,0.505,1.053,1.563,1.16,0.549,1.569,0.693,4.236,1.961,0.883,0.642,0.794,0.716,1.79,0.378,0.547,0.803,1.233,0.698
161,0.642,1.022,1.558,1.382,0.911,1.835,0.564,1.48,2.611,0.829,0.56,0.655,1.621,2.068,1.509,1.458,0.594,3.193,0.318,0.388,0.826,0.294,0.496,0.517,0.432,0.495,0.498,1.424,2.194,0.288,0.466,0.278,0.164,0.333,1.255,3.165,0.69,0.163,0.62,1.947,0.991,0.285,0.635,0.167,1.415,0.438,0.313,0.621,0.884,0.88,1.068,0.075,0.542,0.684,3.557,0.494,0.593,0.511,0.809,0.314,0.377,0.531,0.578,0.799,0.967,0.417,1.343,0.133,1.245,0.849,0.896,0.14,0.549,0.28,0.483,0.315,1.732,1.139,1.376,0.441,1.178,0.822,1.794,1.647,1.215,0.405,1.31,0.605,0.674,0.422,0.832,1.116,0.34,0.706
162,0.684,0.8,2.866,0.859,1.315,1.068,0.36,2.544,2.818,0.567,0.603,0.194,0.241,0.506,1.162,0.781,1.166,0.86,0.168,0.079,1.893,0.21,1.025,0.366,1.546,0.784,0.668,1.05,0.533,0.477,0.372,0.152,0.402,0.248,0.769,0.855,0.391,1.436,1.05,0.486,1.111,0.254,1.645,0.636,2.396,0.297,0.177,0.762,0.469,0.961,0.539,0.463,0.273,2.687,1.977,1.297,0.641,0.282,0.802,0.326,0.418,1.463,0.62,0.491,0.592,0.869,0.443,0.719,0.525,1.485,0.763,0.468,0.946,1.023,0.696,0.866,0.808,1.886,0.962,0.375,0.257,0.861,1.948,1.003,0.514,0.25,1.426,0.54,1.175,0.367,0.697,1.076,0.241,0.412
163,0.551,0.457,1.491,1.351,0.893,1.15,0.228,1.318,0.947,0.794,0.306,1.352,0.624,0.457,2.142,0.847,1.555,1.37,0.107,0.446,1.178,0.16,0.902,0.494,0.622,0.92,1.251,0.485,0.492,0.864,0.74,0.265,1.181,0.778,2.272,0.54,0.257,0.52,1.266,0.795,0.447,0.119,0.638,0.158,0.773,0.764,0.579,0.666,0.84,0.298,1.009,0.222,0.171,1.652,2.079,0.857,1.198,0.177,0.61,1.285,0.687,0.778,0.314,2.324,1.003,0.392,1.242,0.249,1.431,0.83,0.66,0.83,0.592,0.589,1.252,0.752,0.334,1.332,2.151,2.381,1.148,1.94,1.757,1.644,1.183,0.175,0.479,0.481,2.288,0.79,0.345,0.537,0.145,0.208
164,0.588,0.515,4.455,0.821,0.322,1.143,0.553,0.52,0.567,0.438,0.209,1.601,1.906,1.246,0.836,0.691,2.465,1.358,0.078,0.443,0.934,0.13,0.344,0.17,0.419,0.339,0.471,0.915,0.929,0.313,1.02,0.507,0.184,0.783,1.932,1.062,0.254,0.343,0.58,0.416,0.476,0.076,0.44,0.6,0.561,0.413,0.819,0.647,1.604,0.572,0.316,0.383,0.457,1.01,0.832,1.17,0.616,0.128,1.041,0.252,0.361,1.014,0.208,0.697,0.994,0.788,0.62,0.125,0.465,0.505,2.077,0.291,0.814,0.366,0.64,0.541,0.701,1.721,0.634,1.042,1.395,0.9,1.231,1.58,1.468,0.405,0.778,1.814,1.053,0.231,0.176,1.061,0.33,0.35
165,0.583,0.473,1.454,2.57,0.329,2.158,1.075,0.287,0.408,0.293,1.136,0.478,0.815,2.013,1.395,0.682,1.059,0.431,1.233,0.063,0.652,0.109,0.477,0.802,0.997,0.47,0.572,0.547,0.911,0.159,0.202,0.173,0.109,1.522,3.121,0.679,0.25,0.518,0.575,0.267,0.904,0.264,0.241,0.161,0.333,0.733,0.268,0.631,0.813,0.83,0.169,0.346,0.932,0.845,1.071,1.04,1.88,0.1,0.706,1.272,0.259,1.005,0.54,2.276,0.832,0.384,0.31,0.245,1.216,0.82,2.114,0.165,0.418,0.265,1.231,0.32,0.357,1.716,1.115,0.671,0.568,0.791,0.822,1.496,1.46,0.191,0.777,1.105,1.04,0.393,0.174,1.05,0.623,0.345
166,0.524,0.254,1.456,1.294,2.439,0.828,0.546,0.518,2.373,1.503,1.14,0.481,0.633,0.64,1.394,1.696,0.644,0.281,0.295,0.214,1.543,1.178,0.337,1.099,0.341,0.471,0.807,1.348,0.486,1.872,0.626,0.737,0.342,0.798,1.334,1.872,0.121,0.347,0.454,0.404,0.921,0.271,0.164,0.157,0.238,0.717,0.526,0.643,1.6,0.838,0.458,0.168,0.416,1.791,2.944,0.574,1.249,0.498,0.452,0.322,0.156,0.278,0.443,1.379,0.995,1.134,1.225,0.372,1.216,1.352,1.712,0.116,0.286,0.208,0.637,2.08,0.258,1.921,0.359,0.508,0.564,2.886,0.63,0.836,0.84,0.163,1.277,3.404,0.642,0.392,0.086,0.48,0.269,0.347
167,0.28,1.489,4.378,0.683,0.614,0.499,0.546,0.287,1.294,1.497,0.446,1.201,1.2,1.661,0.839,0.541,0.421,2.527,0.297,0.289,0.678,1.739,0.479,1.087,0.628,0.194,1.268,0.255,1.693,0.396,0.754,0.265,0.304,0.648,1.028,1.851,0.507,0.894,1.279,0.41,0.483,0.27,0.123,0.157,0.184,1.389,0.293,0.643,0.821,0.52,0.456,1.846,0.217,0.783,1.326,1.137,0.614,1.013,0.927,0.323,0.977,0.53,1.04,1.323,0.76,0.302,1.822,0.247,0.755,0.512,1.2,0.858,0.217,0.172,0.429,1.402,0.154,2.102,0.36,0.417,1.717,1.913,4.365,0.592,0.475,0.13,1.51,0.888,0.439,0.361,0.437,1.568,0.155,0.988
168,1.142,0.379,1.014,1.27,0.914,0.358,0.522,0.505,1.301,1.484,0.617,1.485,1.207,1.646,0.65,0.707,1.568,0.883,0.598,0.512,1.601,0.652,0.48,0.931,0.415,0.447,1.132,0.917,2.502,0.18,0.511,0.745,0.146,0.782,1.303,0.735,0.25,0.172,0.591,0.408,0.261,0.13,0.664,0.551,0.149,2.044,1.108,0.642,0.792,0.292,1.526,0.306,0.141,0.503,1.81,0.686,0.485,0.488,0.491,0.166,0.345,0.768,1.03,1.328,1.733,2.238,0.618,0.612,0.751,0.834,0.97,0.892,2.98,0.885,1.186,0.732,0.358,1.102,0.638,2.434,0.713,1.949,3.202,0.462,1.181,0.388,0.798,1.111,0.647,0.39,0.701,0.525,0.644,0.353
169,1.106,0.98,1.457,1.103,0.612,0.28,1.353,1.646,1.205,0.566,0.488,1.735,1.732,0.444,0.979,0.846,0.545,1.871,0.286,0.067,0.829,0.386,0.469,0.157,1.332,0.619,0.454,0.906,0.867,0.114,0.664,0.17,0.683,0.413,0.755,0.486,0.378,0.709,2.297,0.762,0.471,0.591,0.588,0.109,0.125,0.574,0.286,0.367,0.611,0.274,0.307,0.376,0.422,3.537,0.96,1.1,1.205,0.381,0.678,0.666,0.345,0.383,0.528,0.687,0.97,0.331,1.219,0.244,0.737,0.497,0.816,0.411,1.434,0.864,0.566,0.461,0.341,2.4,1.102,1.094,1.108,0.786,1.647,1.315,1.144,1.589,0.789,1.093,1.027,0.769,0.35,0.277,0.323,0.342
170,2.208,0.504,1.457,1.224,0.32,0.229,0.9,1.245,0.736,1.418,0.614,0.324,1.183,2.665,0.953,0.861,1.007,1.913,0.149,0.353,0.67,1.442,1.309,0.874,1.845,0.153,0.344,0.47,2.302,1.31,0.498,0.686,0.367,0.705,2.961,0.369,0.384,0.521,1.832,1.12,0.312,0.272,0.393,0.16,0.681,1.351,0.813,0.229,0.725,0.986,0.374,1.261,0.865,0.952,0.565,1.09,1.748,0.452,0.451,0.204,0.309,0.514,0.501,0.742,0.965,0.172,0.614,0.367,1.552,1.029,3.185,0.254,0.658,3.133,0.497,0.691,0.334,1.241,0.636,2.233,0.856,0.793,0.914,1.199,0.461,0.38,0.418,0.951,1.641,1.547,0.609,0.506,0.613,0.954
171,1.617,1.031,0.954,1.206,0.622,3.023,2.525,0.85,2.936,2.026,2.259,0.754,0.62,1.25,1.211,1.071,0.855,0.728,0.096,0.367,1.39,0.482,0.472,0.737,0.611,1.072,0.798,1.411,2.676,0.855,0.328,1.166,0.312,3.404,1.382,1.785,0.255,0.51,0.98,0.27,0.925,0.295,0.215,0.131,0.693,0.71,0.242,0.568,3.893,0.269,0.811,0.828,0.406,0.544,1.317,0.559,0.504,0.458,0.695,0.319,0.351,0.809,0.484,2.287,0.627,0.727,0.328,0.885,1.584,1.498,2.266,0.148,0.361,0.617,1.076,0.365,0.677,2.356,0.639,1.312,0.579,1.939,6.123,0.726,1.128,0.174,1.343,0.646,1.362,0.29,0.355,0.251,0.309,0.344
172,1.021,1.821,5.05,2.242,0.308,1.731,2.95,2.242,2.718,0.721,0.574,1.402,0.48,0.732,0.171,1.289,0.324,0.678,0.571,0.339,1.47,0.451,1.27,0.705,0.571,0.816,1.259,0.83,2.838,0.354,1.256,1.073,1.41,0.678,1.137,0.956,0.561,0.441,2.192,0.69,0.287,0.243,0.142,0.064,1.816,1.321,0.527,1.506,0.654,0.717,0.356,0.756,0.441,2.783,0.538,0.374,0.55,0.411,0.91,0.582,0.916,0.724,0.474,2.197,0.939,0.224,0.21,0.471,1.286,0.974,2.295,0.1,0.684,1.573,0.34,1.271,2.364,0.988,0.852,1.041,1.557,1.867,3.159,0.526,1.326,0.101,1.023,3.876,1.557,1.134,0.427,0.937,1.233,0.862
173,0.971,1.381,1.355,1.166,1.366,1.037,0.414,0.82,0.96,1.357,1.074,1.264,0.729,1.152,2.092,0.517,1.953,0.446,0.216,0.474,1.254,0.45,1.656,0.288,0.936,0.825,0.544,1.34,0.787,0.192,1.484,0.655,0.287,0.496,3.394,1.677,0.103,0.566,2.207,1.302,1.889,0.116,1.133,0.329,1.191,0.695,1.247,1.025,0.481,0.939,0.74,0.27,1.291,2.221,1.025,0.979,0.339,1.666,0.811,1.17,1.457,0.695,0.246,0.715,1.614,0.346,0.558,0.116,1.773,1.759,1.454,0.075,2.497,0.796,0.209,4.624,0.298,2.208,1.684,0.637,1.546,0.76,2.443,0.412,2.073,0.501,1.667,1.113,1.244,0.376,1.079,1.353,0.748,0.575
174,0.447,0.945,1.4,0.615,1.114,4.518,0.406,1.893,1.82,1.342,2.488,0.73,1.382,1.493,1.074,1.28,0.55,0.676,0.278,0.338,1.753,0.881,1.287,0.817,0.572,1.416,0.855,1.339,1.472,0.115,1.15,2,0.292,1.301,3.367,2.338,0.647,0.714,0.901,0.971,0.823,0.074,1.128,0.527,0.72,0.42,0.267,1.034,0.285,0.488,0.341,0.344,0.345,4.237,1.476,2.653,0.203,0.815,0.772,0.565,0.629,1.301,1.739,3.046,0.71,1.049,2.065,0.695,1.886,1.916,3.424,0.059,0.663,0.783,1.45,0.615,0.953,3.142,1.513,0.476,1.675,2.361,3.437,1.212,2.103,0.543,1.658,1.784,2.665,0.755,0.751,0.811,0.752,0.574
175,0.494,1.814,1.392,5.904,0.857,1.97,2.259,1.536,0.967,1.349,1.539,1.221,2.213,0.341,0.73,1.572,1.062,2.453,0.561,0.799,1.758,2.268,0.456,0.821,0.392,0.422,1.276,2.584,4.575,0.351,1.107,1.262,2.16,1.946,1.127,1.653,0.75,0.715,1.688,0.671,0.43,0.578,0.469,0.334,1.217,0.695,1.934,0.484,1.243,1.169,1.149,0.336,0.939,0.893,1.459,0.948,0.144,1.241,0.754,0.568,0.205,0.677,0.898,2.624,0.929,1.034,0.992,1.25,0.652,0.727,2.23,0.959,1.266,0.423,0.522,0.332,0.963,2.056,1.884,0.389,2.887,0.772,4.292,0.846,2.338,0.344,2.022,1.089,0.912,1.1,0.807,1.384,1.193,0.296
